fiscal_year,quarter,loan_type,metric,value,source_file,fiscal_period,total_outstanding_bn_all_types
2022,Q2,Stafford Subsidized,dollars_outstanding_bn,293.1,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Stafford Subsidized,recipients_mm,29.8,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Stafford Unsubsidized,dollars_outstanding_bn,571.9,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Stafford Unsubsidized,recipients_mm,29.9,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Stafford (Combined),dollars_outstanding_bn,864.9,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Stafford (Combined),unique_recipients_mm,34.0,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Grad PLUS,dollars_outstanding_bn,94.0,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Grad PLUS,recipients_mm,1.6,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Parent PLUS,dollars_outstanding_bn,107.3,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Perkins,dollars_outstanding_bn,4.2,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Perkins,recipients_mm,1.4,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Consolidation,dollars_outstanding_bn,549.2,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Consolidation,recipients_mm,11.0,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q3,Stafford Subsidized,dollars_outstanding_bn,291.9,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Stafford Subsidized,recipients_mm,29.7,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Stafford Unsubsidized,dollars_outstanding_bn,571.5,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Stafford Unsubsidized,recipients_mm,29.8,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Stafford (Combined),dollars_outstanding_bn,863.3,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Stafford (Combined),unique_recipients_mm,33.9,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Grad PLUS,dollars_outstanding_bn,94.9,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Grad PLUS,recipients_mm,1.6,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Parent PLUS,dollars_outstanding_bn,106.3,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Perkins,dollars_outstanding_bn,4.0,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Perkins,recipients_mm,1.3,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Consolidation,dollars_outstanding_bn,548.7,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Consolidation,recipients_mm,10.9,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q4,Stafford Subsidized,dollars_outstanding_bn,294.3,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Stafford Subsidized,recipients_mm,30.2,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Stafford Unsubsidized,dollars_outstanding_bn,579.3,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Stafford Unsubsidized,recipients_mm,30.5,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Stafford (Combined),dollars_outstanding_bn,873.6,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Stafford (Combined),unique_recipients_mm,34.6,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Grad PLUS,dollars_outstanding_bn,97.9,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Grad PLUS,recipients_mm,1.7,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Parent PLUS,dollars_outstanding_bn,108.5,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Parent PLUS,recipients_mm,3.7,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Perkins,dollars_outstanding_bn,3.9,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Perkins,recipients_mm,1.3,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Consolidation,dollars_outstanding_bn,550.6,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Consolidation,recipients_mm,10.9,PortfoliobyLoanType.xls,2022_Q4,2508.1
2023,Q1,Stafford Subsidized,dollars_outstanding_bn,293.0,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Stafford Subsidized,recipients_mm,30.4,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Stafford Unsubsidized,dollars_outstanding_bn,574.1,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Stafford Unsubsidized,recipients_mm,30.7,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Stafford (Combined),dollars_outstanding_bn,867.1,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Stafford (Combined),unique_recipients_mm,34.8,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Grad PLUS,dollars_outstanding_bn,96.7,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Grad PLUS,recipients_mm,1.7,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Parent PLUS,dollars_outstanding_bn,107.6,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Parent PLUS,recipients_mm,3.7,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Perkins,dollars_outstanding_bn,3.8,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Perkins,recipients_mm,1.3,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Consolidation,dollars_outstanding_bn,560.3,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q1,Consolidation,recipients_mm,11.0,PortfoliobyLoanType.xls,2023_Q1,2502.6
2023,Q2,Stafford Subsidized,dollars_outstanding_bn,296.2,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Stafford Subsidized,recipients_mm,30.3,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Stafford Unsubsidized,dollars_outstanding_bn,584.9,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Stafford Unsubsidized,recipients_mm,30.7,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Stafford (Combined),dollars_outstanding_bn,881.1,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Stafford (Combined),unique_recipients_mm,34.9,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Grad PLUS,dollars_outstanding_bn,100.7,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Grad PLUS,recipients_mm,1.7,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Parent PLUS,dollars_outstanding_bn,111.7,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Parent PLUS,recipients_mm,3.7,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Perkins,dollars_outstanding_bn,3.7,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Perkins,recipients_mm,1.2,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Consolidation,dollars_outstanding_bn,547.3,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q2,Consolidation,recipients_mm,10.7,PortfoliobyLoanType.xls,2023_Q2,2525.6
2023,Q3,Stafford Subsidized,dollars_outstanding_bn,295.4,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Stafford Subsidized,recipients_mm,30.3,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Stafford Unsubsidized,dollars_outstanding_bn,585.4,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Stafford Unsubsidized,recipients_mm,30.7,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Stafford (Combined),dollars_outstanding_bn,880.8,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Stafford (Combined),unique_recipients_mm,34.8,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Grad PLUS,dollars_outstanding_bn,101.9,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Grad PLUS,recipients_mm,1.7,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Parent PLUS,dollars_outstanding_bn,111.3,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Parent PLUS,recipients_mm,3.7,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Perkins,dollars_outstanding_bn,3.7,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Perkins,recipients_mm,1.2,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Consolidation,dollars_outstanding_bn,536.2,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q3,Consolidation,recipients_mm,10.5,PortfoliobyLoanType.xls,2023_Q3,2514.7
2023,Q4,Stafford Subsidized,dollars_outstanding_bn,295.6,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Stafford Subsidized,recipients_mm,30.6,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Stafford Unsubsidized,dollars_outstanding_bn,588.5,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Stafford Unsubsidized,recipients_mm,31.1,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Stafford (Combined),dollars_outstanding_bn,884.1,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Stafford (Combined),unique_recipients_mm,35.2,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Grad PLUS,dollars_outstanding_bn,104.0,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Grad PLUS,recipients_mm,1.8,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Parent PLUS,dollars_outstanding_bn,112.2,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Parent PLUS,recipients_mm,3.8,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Perkins,dollars_outstanding_bn,3.6,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Perkins,recipients_mm,1.2,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Consolidation,dollars_outstanding_bn,498.3,PortfoliobyLoanType.xls,2023_Q4,2486.3
2023,Q4,Consolidation,recipients_mm,9.8,PortfoliobyLoanType.xls,2023_Q4,2486.3
2024,Q1,Stafford Subsidized,dollars_outstanding_bn,293.3,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Stafford Subsidized,recipients_mm,30.5,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Stafford Unsubsidized,dollars_outstanding_bn,585.2,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Stafford Unsubsidized,recipients_mm,31.0,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Stafford (Combined),dollars_outstanding_bn,878.5,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Stafford (Combined),unique_recipients_mm,35.1,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Grad PLUS,dollars_outstanding_bn,103.4,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Grad PLUS,recipients_mm,1.8,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Parent PLUS,dollars_outstanding_bn,107.2,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Parent PLUS,recipients_mm,3.7,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Perkins,dollars_outstanding_bn,3.5,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Perkins,recipients_mm,1.1,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Consolidation,dollars_outstanding_bn,505.9,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q1,Consolidation,recipients_mm,9.8,PortfoliobyLoanType.xls,2024_Q1,2477.0
2024,Q2,Stafford Subsidized,dollars_outstanding_bn,295.4,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Stafford Subsidized,recipients_mm,30.2,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Stafford Unsubsidized,dollars_outstanding_bn,594.9,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Stafford Unsubsidized,recipients_mm,30.7,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Stafford (Combined),dollars_outstanding_bn,890.3,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Stafford (Combined),unique_recipients_mm,34.8,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Grad PLUS,dollars_outstanding_bn,107.5,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Grad PLUS,recipients_mm,1.8,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Parent PLUS,dollars_outstanding_bn,109.8,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Perkins,dollars_outstanding_bn,3.4,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Perkins,recipients_mm,1.1,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Consolidation,dollars_outstanding_bn,509.2,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q2,Consolidation,recipients_mm,9.7,PortfoliobyLoanType.xls,2024_Q2,2510.5
2024,Q3,Stafford Subsidized,dollars_outstanding_bn,291.8,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Stafford Subsidized,recipients_mm,29.8,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Stafford Unsubsidized,dollars_outstanding_bn,590.8,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Stafford Unsubsidized,recipients_mm,30.4,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Stafford (Combined),dollars_outstanding_bn,882.6,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Stafford (Combined),unique_recipients_mm,34.4,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Grad PLUS,dollars_outstanding_bn,107.7,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Grad PLUS,recipients_mm,1.7,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Parent PLUS,dollars_outstanding_bn,107.1,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Parent PLUS,recipients_mm,3.5,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Perkins,dollars_outstanding_bn,3.3,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Perkins,recipients_mm,1.1,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Consolidation,dollars_outstanding_bn,510.3,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q3,Consolidation,recipients_mm,9.5,PortfoliobyLoanType.xls,2024_Q3,2493.6
2024,Q4,Stafford Subsidized,dollars_outstanding_bn,294.4,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Stafford Subsidized,recipients_mm,30.2,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Stafford Unsubsidized,dollars_outstanding_bn,601.5,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Stafford Unsubsidized,recipients_mm,30.9,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Stafford (Combined),dollars_outstanding_bn,895.9,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Stafford (Combined),unique_recipients_mm,34.9,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Grad PLUS,dollars_outstanding_bn,112.1,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Grad PLUS,recipients_mm,1.8,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Parent PLUS,dollars_outstanding_bn,110.3,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Perkins,dollars_outstanding_bn,3.2,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Perkins,recipients_mm,1.0,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Consolidation,dollars_outstanding_bn,517.2,PortfoliobyLoanType.xls,2024_Q4,2534.6
2024,Q4,Consolidation,recipients_mm,9.5,PortfoliobyLoanType.xls,2024_Q4,2534.6
2025,Q1,Stafford Subsidized,dollars_outstanding_bn,294.22484847640004,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Stafford Subsidized,recipients_mm,30.308187,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Stafford Unsubsidized,dollars_outstanding_bn,603.0834241009501,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Stafford Unsubsidized,recipients_mm,31.034713,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Stafford (Combined),dollars_outstanding_bn,897.3082725773501,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Stafford (Combined),unique_recipients_mm,35.071034,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Grad PLUS,dollars_outstanding_bn,112.24440857538998,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Grad PLUS,recipients_mm,1.8279,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Parent PLUS,dollars_outstanding_bn,110.04389385296,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Parent PLUS,recipients_mm,3.625593,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Perkins,dollars_outstanding_bn,3.1091423847699997,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Perkins,recipients_mm,0.994477,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Consolidation,dollars_outstanding_bn,516.82817309365,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q1,Consolidation,recipients_mm,9.357281,PortfoliobyLoanType.xls,2025_Q1,2536.8421630614703
2025,Q2,Stafford Subsidized,dollars_outstanding_bn,296.7,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Stafford Subsidized,recipients_mm,30.1,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Stafford Unsubsidized,dollars_outstanding_bn,613.8,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Stafford Unsubsidized,recipients_mm,30.9,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Stafford (Combined),dollars_outstanding_bn,910.5,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Stafford (Combined),unique_recipients_mm,34.9,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Grad PLUS,dollars_outstanding_bn,117.2,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Grad PLUS,recipients_mm,1.8,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Parent PLUS,dollars_outstanding_bn,114.3,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Perkins,dollars_outstanding_bn,3.0,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Perkins,recipients_mm,1.0,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Consolidation,dollars_outstanding_bn,515.6,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q2,Consolidation,recipients_mm,9.3,PortfoliobyLoanType.xls,2025_Q2,2571.1
2025,Q3,Stafford Subsidized,dollars_outstanding_bn,295.7,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Stafford Subsidized,recipients_mm,30.0,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Stafford Unsubsidized,dollars_outstanding_bn,616.2,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Stafford Unsubsidized,recipients_mm,30.7,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Stafford (Combined),dollars_outstanding_bn,911.9,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Stafford (Combined),unique_recipients_mm,34.7,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Grad PLUS,dollars_outstanding_bn,119.2,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Grad PLUS,recipients_mm,1.8,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Parent PLUS,dollars_outstanding_bn,113.1,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Parent PLUS,recipients_mm,3.5,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Perkins,dollars_outstanding_bn,2.9,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Perkins,recipients_mm,0.9,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Consolidation,dollars_outstanding_bn,518.4,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q3,Consolidation,recipients_mm,9.2,PortfoliobyLoanType.xls,2025_Q3,2577.4
2025,Q4,Stafford Subsidized,dollars_outstanding_bn,298.5,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Stafford Subsidized,recipients_mm,30.3,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Stafford Unsubsidized,dollars_outstanding_bn,627.9,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Stafford Unsubsidized,recipients_mm,31.3,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Stafford (Combined),dollars_outstanding_bn,926.4,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Stafford (Combined),unique_recipients_mm,35.3,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Grad PLUS,dollars_outstanding_bn,124.1,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Grad PLUS,recipients_mm,1.9,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Parent PLUS,dollars_outstanding_bn,116.0,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Perkins,dollars_outstanding_bn,2.8,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Perkins,recipients_mm,0.9,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Consolidation,dollars_outstanding_bn,523.6,PortfoliobyLoanType.xls,2025_Q4,2619.3
2025,Q4,Consolidation,recipients_mm,9.2,PortfoliobyLoanType.xls,2025_Q4,2619.3
2026,Q1,Stafford Subsidized,dollars_outstanding_bn,297.8,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Stafford Subsidized,recipients_mm,30.3,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Stafford Unsubsidized,dollars_outstanding_bn,628.8,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Stafford Unsubsidized,recipients_mm,31.3,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Stafford (Combined),dollars_outstanding_bn,926.6,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Stafford (Combined),unique_recipients_mm,35.2,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Grad PLUS,dollars_outstanding_bn,124.7,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Grad PLUS,recipients_mm,1.9,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Parent PLUS,dollars_outstanding_bn,114.9,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Perkins,dollars_outstanding_bn,2.8,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Perkins,recipients_mm,0.9,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Consolidation,dollars_outstanding_bn,527.3,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
2026,Q1,Consolidation,recipients_mm,9.2,PortfoliobyLoanType.xls,2026_Q1,2622.8999999999996
